CallNumber,Author,Title,ISBN,PubName,PubYear
E 263.N6 Cou, Edward. Countryman,A People in Revolution : the American Revolution and Political Society in New York; 1760-1790 ,9780801826252; 080182625X,Johns Hopkins UP,1981
E 263.N6 Lau, L. S. Launitz-Schurer,Loyal Whigs and Revolutiories : the Making of the Revolution in New York; 1765-1776 ,9780814749944; 0814749941,New York UP,1980
E 263.N6 r, L. S. Launitz-Schurer,rratives of the Revolution in New York.,,The Society,1975
E 263.N8 Cro, J. J. Crow,A Chronicle of North Caroli during the American Revolution; 1763-1789 ,,North Caroli Department of Cultural Reources Division of Archives and History,1975
E 263.N8 Ran, H. F. Rankin,The North Caroli continentals ,9780807811542; 0807811548,U of North Caroli P,1971
E 263.P4 Neu, J. A. Neuenschwander,The middle Colonies and the coming of the American Revolution ,9780804690546; 0804690545,Kennikat P,1973
E 263.S7 Pan, John S. Pancake,This destructive war : the British campaign in the Carolis; 1780-1782 ,9780817306885; 0817306889,U of Alabama P,1992
E 263.V8 Eck, H. J. Eckenrode,The revolution in Virginia ,,Houghton,1916
E 263.V8 MAC, Michael A. McDonnell,The politics of war : race; class; and conflict in revolutiory Virginia ,9780807831083; 0807831085,Published for the Omohundro Institute of Early American History and Culture Williamsburg Virginia by the University of North Caroli Press,2007
E 263.V8 Rev, Michael A. McDonnell,Revolutiory Virginia : the road to independence ,,UP of Virginia,1973
E 263.V8 Rev, Michael A. McDonnell,Revolutiory Virginia : the road to independence ,9780813906010; 0813906016,UP of Virginia,1975
E 263.V8 Rev, Michael A. McDonnell,Revolutiory Virginia : the road to independence ,9780813906850; 0813906857,UP of Virginia,1977
E 263.V8 Soc, Michael A. McDonnell,Society; freedom; and conscience : the American Revolution in Virginia; Massachusetts; and New York ,9780393055825; 0393055825,Norton,1976
E 263.V8 Vir, Michael A. McDonnell,Virginia in the American Revolution : a collection of essays ,,Old Dominion U,1977
E 265 Dul, J. R. Dull,The French vy and American independence : a study of arms and diplomacy; 1774-1787 ,,Princeton UP,1975
E 267 Bow, R. A. Bowler,Logistics and the failure of the British Army in America; 1775-1783 ,9780691046303; 0691046301,Princeton UP,1975
E 267 OSH, Andrew Jackson author. O'Shaughnessy,The men who lost America : British command during the Revolutiory War and the preservation of the empire ,1780742460; 9781780742465; 178074501X; 9781780745015,Oneworld,2013
E 267 OSH, Andrew Jackson author. O'Shaughnessy,The men who lost America : British leadership; the American Revolution; and the fate of the empire ,0300191073; 9780300191073; 0300209401; 9780300209402,Yale University Press,2013
E 267 Wic, F. B. Wickwire,Cornwallis and the War of Independence ,,History Book Club,1970
E 268 Atw, R. Atwood,The Hessians : Merceries from Hessen-Kassel in the American Revolution ,9780521228848; 0521228840,CUP,1980
E 268 Bau, Carl Leopold. Baurmeister,Revolution in America : confidential letters and jourls 1776-1784 of Adjutant General Major Baurmeister of the Hessian forces ,,Rutgers UP,1957
E 268 Rie, F. C. L. Riedesel,Baroness von Riedesel and the American Revolution. Jourl and correspondence of a tour of duty; 1776-1783 ,,U of North Caroli P,1965
E 269 S, Gary B. sh,The forgotten fifth : African Americans in the age of revolution ,9780674021938; 0674021932,Harvard University Press,2006
E 269.B55 EGE, Douglas R. author. Egerton,Death or liberty : African Americans and revolutiory America ,0195306694; 9780195306699; 0199782253; 9780199782253,Oxford University Press,2009
E 269.B55 FRE, Sylvia R. Frey,Water from the rock : Black resistance in a revolutiory age ,0691047847; 9780691047843; 0691006261; 9780691006260,Princeton University Press,1991
E 269.B55 HOL, Woody author. Holton,Black Americans in the revolutiory era : a brief history with documents ,0312413599; 9780312413590,Bedford/St Martin's,2009
E 269.B55 QUA, Benjamin author Quarles,The Negro in the American Revolution ,9780807808337; 0807808334,Published for the Institute of Early American History and Culture Williamsburg Va by University of North Caroli Press,1961
E 269.B55 SCH, Simon author. Schama,Rough crossings : Britain; the slaves and the American Revolution ,9780563487098; 0563487097,BBC,2005
E 269.C5 Rho, ncy L. Rhoden,Revolutiory Anglicanism : the colonial Church of England clergy during the American Revolution ,9780333724873; 0333724879,Macmillan,1999
E 27 Cha, William Chambers,Things as they are in America ,,Chambers,1854
E 27 Mir, J. Mirsky,The westward crossings : Balboa; Mackenzie; Lewis and Clark ,,Knopf,1946
E 27 Mul, Christopher. Mulvey,Transatlantic manners : social patterns in nineteenth-century Anglo-American travel literature ,9780521303668; 0521303664,CUP,1990
E 271 Cla, W. B. Clark,val documents of the American Revolution ,,USGPO,1964
E 271 Cla, W. B. Clark,val documents of the American Revolution ,,USGPO,1966
E 271 Cla, W. B. Clark,val documents of the American Revolution ,,USGPO,1968
E 271 Syr, David. Syrett,The Royal vy in American waters 1775-1783 ,9780859678063; 0859678067,Scolar P,1989
E 275 Gre, Jeremiah. Greenman,Diary of a common soldier in the American Revolution; 1775-1783 ,9780875805283; 0875805280,Northern Illinois UP,1978
E 275.A2 RAP, Ray. Raphael,The American Revolution : a people's history : how common people shaped the fight for independence ,9781861973221; 1861973225,Profile Books,2001
E 275.A2 Rev, Ray. Raphael,The revolution remembered : eyewitness accounts of the war for independence ,9780226136226; 0226136221,U of Chicago P,1980
E 276 BER, Carol. Berkin,Revolutiory mothers : women in the struggle for America's independence ,9781400041633; 1400041635; 9781400075324; 1400075327,Distributed by Random House; Knopf,2005
E 276 Eva, Elizabeth Evans,Weathering the storm : women of the American Revolution ,9780684139531; 0684139537,Scribner,1975
E 276 Kie, Cynthia A. Kierner,Southern women in revolution; 1776-1800 : persol and political rratives ,9781570032189; 1570032181,U of South Caroli P,1998
E 276 Wom, Cynthia A. Kierner,Women in the age of the American Revolution ,9780813912165; 0813912164,UP of Virginia for the Society,1989
E 276.G36 YOU, Alfred F. Young,Masquerade : the life and times of Deborah Sampson; Continental soldier ,9780679441656; 0679441654,Distributed by Random House; Alfred A Knopf,2004
E 277 Ben, William Allen Benton,Whig-loyalism : an aspect of political ideology in the American revolutiory era ,9780838673386; 0838673384,Fairleigh Dickinson UP,1969
E 277 Bro, Wallace Brown,The king's friends : the composition and motives of the American loyalist claims ,,Brown UP,1966
E 277 Cal, North. Callahan,Flight from the Republic : the Tories of the American Revolution ,,Bobbs-Merrill,1967
E 277 Cal, North. Callahan,Royal raiders : the Tories of the American Revolution ,,Bobbs-Merrill,1963
E 277 Dem, R. O. DeMond,The loyalists in North Caroli during the revolution ,,Archon,1964
E 277 Eva, Geraint ntglyn Davies Evans,Allegiance in America : the case of the Loyalists ,,Addison-Wesley,1969
E 277 JAS, Maya Jasanoff,Liberty's exiles : the loss of America and the remaking of the British Empire ,1400075475; 9781400075478; 0007180101; 9780007180103,HarperPress,2012
E 277 Loy, Maya Jasanoff,The loyalist perception and other essays ,9780872496156; 0872496155,U of South Caroli P,1989
E 277 Lyn, Kenneth Schuyler. Lynn,A divided people ,9780837192710; 0837192714,Greenwood P,1977
E 277 Mat, Hazel C. Mathews,The mark of honour ,,U of Toronto P,1965
E 277 Nel, W. H. Nelson,The American Tory ,,Clarendon P,1961
E 277 Pot, Janice. Potter,The liberty we seek : loyalist ideology in colonial New York and Massachusetts ,9780674530263; 0674530268,Harvard UP,1983
E 277 Pre, A. Hulton,Letters of a Loyalist lady : being the letters of Anne Hulton; sister of Henry Hulton; Commissioner of Customs at Boston; 1767-1776 ,,Harvard UP,1927
E 277 Red, A. Hulton,Red; white and true blue : the Loyalists in the Revolution ,9780404154004; 040415400X,AMS P,1976
E 277 Smi, Paul H. 1931- (Paul Hubert) Smith,Loyalists and Redcoats : a study in British revolutiory policy ,,U of North Caroli P,1964
E 277 Sta, J. H. Stark,The loyalists of Massachusetts and the other side of the American revolution ,,Stark,1910
E 277 Van, Carl Van Doren,Secret history of the American Revolution ,,Viking P,1941
E 277 Van, C. H. Van Tyne,The loyalists in the American revolution ,,Smith,1959
E 278.C67 Fin, Eugene R. Fingerhut,Survivor : Cadwallader Colden II in Revolutiory America ,9780819128690; 0819128694,UP of America,1983
E 278.C9 A3, Samuel. Curwen,The jourl of Samuel Curwen; loyalist ,9780674483804; 0674483804,Harvard UP for the Institute,1972
E 278.G14 Fer, J. E. Ferling,The Loyalist Mind : Joseph Galloway and the American Revolution ,9780271005140; 0271005149,Pennsylvania State UP,1977
E 278.M8 SHE, Susan Burgess. Shenstone,So obstitely loyal : James Moody; 1744-1809 ,9780886293550; 0886293553,published for Carleton University by McGill-Queen's University Press,2000
E 278.S48 Ber, Carol. Berkin,Jothan Sewall : odyssey of an American Loyalist ,,Columbia UP,1974
E 281 POT, Israel Potter,Life and remarkable adventures of Israel R. Potter; (a tive of Cranston; Rhode-Island.) ,9781297624346; 1297624343,Andesite Press,2015
E 289 Sev, Israel Potter,1776 : the British story of the American Revolution.,9780723001478; 0723001472,Times Books,1976
E 29 Joh, H. H. Johnston,The negro in the New World ,,Johnson Reprint,1969
E 29 Tan, F. Tannenbaum,Slave and citizen : the negro in the Americas ,9780394702315; 039470231X,Knopf,1946
E 29.A1 Eth, F. Tannenbaum,Ethnicity in the Americas ,9789027978295; 9027978298,Mouton,1976
E 29.A1 FAR, Nihad M. Farooq,Undisciplined : science; ethnography; and personhood in the Americas; 1830-1940 ,1479812684; 9781479812684; 1479806994; 9781479806997,New York University Press,2016
E 29.A1 His, Nihad M. Farooq,History; power and identity : ethnogenesis in the Americas; 1492-1992 ,9780877455479; 0877455473,U of Iowa P,1996
E 29.A1 Wag, C. Wagley,Minorities in the New World : six Case Studies ,,Columbia UP,1958
E 29.B55 AFR, C. Wagley,The African diaspora : African origins and New World identities ,9780253334251; 025333425X; 9780253214942; 0253214947,India University Press,1999
E 29.B55 BAS, Roger Bastide,African civilisations in the New World;,9780900966552; 0900966556,C Hurst,1971
E 29.B55 BAS, Roger Bastide,Les Amériques noires : les civilisations africaines dans le Nouveau monde ,,Payot,1967
E 29.B55 BEY, Roger Bastide,Beyond bondage : free women of color in the Americas ,9780252029394; 0252029399; 9780252071942; 0252071948,University of Illinois Press,2004
E 29.B55 BLA, Roger Bastide,Black society in the New World ,9780394310053; 0394310055,Random House,1971
E 29.B55 CAR, Judith Ann author. Carney,In the shadow of slavery : Africa's botanical legacy in the Atlantic world ,0520257502; 9780520257504; 0520269969; 9780520269965,University of California Press,2009
E 29.B55 CEN, Judith Ann author. Carney,Central Africans and cultural transformations in the American diaspora ,9780521802437; 0521802431; 9780521002783; 0521002788,Cambridge University Press,2002
E 29.B55 FOL, Barbara Foley,Spectres of 1919 : class and tion in the making of the new Negro ,9780252028465; 0252028465,University Presses Marketing distributor; University of Illinois Press,2003
E 29.B55 HAL, Gwendolyn Midlo author. Hall,Slavery and African ethnicities in the Americas : restoring the links ,9780807829738; 0807829730; 9780807858622; 0807858625,University of North Caroli Press,2005
E 29.B55 HER, Melville J. 1895-1963 author. (Melville Jean) Herskovits,The New World Negro : selected papers in Afroamerican studies ,,India University Press,1966
E 29.B55 IDE, Melville J. 1895-1963 author. (Melville Jean) Herskovits,Identity in the shadow of slavery ,9780826447241; 0826447244; 9780826447258; 0826447252,Continuum,2000
E 29.B55 MAC, Marva McClean,From the Middle Passage to Black Lives Matter : ancestral writing as a pedagogy of hope ,143315546X; 9781433155468; 1433155478; 9781433155475,Peter Lang,2019
E 29.C73 SCO, Rebecca J. 1950- (Rebecca Jarvis) Scott,Freedom papers : an Atlantic odyssey in the age of emancipation ,0674047745; 9780674047747,Harvard University Press,2012
E 29.E87 To, Rebecca J. 1950- (Rebecca Jarvis) Scott,"To make America" : European emigration in the early modern period ,9780520072336; 0520072332,U of California P,1991
E 29.F8 PRI, James S. Pritchard,Elusive empire : the French in the Americas; 1670-1730 ,9780521827423; 0521827426,Cambridge University Press,2003
E 29.J3 NEW, James S. Pritchard,New worlds; new lives : globalization and people of Japanese descent in the Americas and from Latin America in Japan ,9780804744614; 0804744610; 9780804744621; 0804744629,Stanford University Press,2002
E 29.Y67 YOR, James S. Pritchard,The Yoruba diaspora in the Atlantic world ,9780253217165; 0253217164; 9780253344588; 0253344581,India University Press,2004
E 294 Ber, Carl Berger,Broadsides and bayonets : the propaganda war of the American Revolution ,,U of Pennsylvania P,1961
E 297 Van, C. H. Van Tyne,England and America; rivals in the American Revolution ,,CUP,1927
E 301 Ali, G. Alington,The growth of America ,,Faber,1940
E 301 App, Joyce Oldham Appleby,Inheriting the revolution : the first generation of Americans ,9780674002364; 0674002369,Belkp P,2000
E 301 BOO, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,The Americans : the tiol experience ,,Random House,1966
E 301 Bus, C. Bush,The dream of reason : American consciousness and cultural achievement from independence to the Civil War ,,Arnold,1977
E 301 Com, Henry Steele Commager,The era of reform; 1830-1860 ,,Van Nostrand,1960
E 301 Con, Henry Steele Commager,Conflict and consensus in early American history ,9780669128024; 0669128023,Heath,1988
E 301 Cun, Marcus Cunliffe,Soldiers and civilians : the martial spirit in America; 1775-1865 ,,Little,1968
E 301 Cun, Marcus Cunliffe,The tion takes shape; 1789-1837 ,9780226126678; 0226126676,Chicago UP,1959
E 301 Cun, N. E. Cunningham,The early Republic; 1789-1828 ,,Harper,1968
E 301 Dar, A. B. Darling,Our rising empire; 1763-1803 ,,Archon Books,1962
E 301 Dos, John Dos Passos,Prospects of a golden age ,,Prentice-Hall,1959
E 301 Dun, L. B. Dunbar,A study of "morchical" tendencies in the United States from 1776 to 1801 ,,Johnson Reprint,1970
E 301 Feh, Don E. 1920-1997. (Don Edward) Fehrenbacher,The era of expansion; 1800-1848 ,,Wiley,1969
E 301 Fow, W. C. Fowler,The sectiol controversy; or; Passages in the political history of the United States; including the causes of the war between the sections ,,Scribner,1864
E 301 Gat, Frank Otto. Gatell,Democracy and union : the United States; 1815-1877 ,9780030860416; 0030860415,Holt,1972
E 301 Gri, C. S. Griffin,The ferment of reform; 1830-1860 ,,Crowell,1967
E 301 HSU, Vicki Hsueh,Hybrid constitutions : challenging legacies of law; privilege; and culture in colonial America ,0822346184; 9780822346180; 082234632X; 9780822346326,Duke University Press,2010
E 301 Hil, Peter P. Hill,French perceptions of the early American Republic 1783-1793 ,9780871691804; 0871691809,American Philosophical Society,1988
E 301 Joh, Alexander Johnston,American political history 1763-1876 ,,Putm,1905
E 301 Koc, Adrienne Koch,The American enlightenment : the shaping of the American experiment and a free society ,,Braziller,1965
E 301 Kra, M. Kraus,The United States to 1865 ,,U of Michigan P,1969
E 301 Maj, M. Kraus,Major problems in the early Republic; 1787-1848 : documents and essays ,9780669243321; 0669243329,DC Heath,1992
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1896
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1900
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1901
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1902
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1906
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1910
E 301 McM, John Bach McMaster,A history of the people of the United States; from the revolution to the civil war ,,Appleton,1936
E 301 Mil, John Chester Miller,The young republic; 1789-1815 ,,Free P,1970
E 301 g, P. C. gel,One tion indivisible : the Union in American thought; 1776-1861 ,,OUP,1964
E 301 g, P. C. gel,This sacred trust : American tiolity 1798-1898 ,9780195014297; 0195014294,OUP,1971
E 301 Sch, J. Schouler,History of the United States of America; under the Constitution ,,Dodd,1894
E 301 Sch, J. Schouler,History of the United States of America; under the Constitution ,,Dodd,1899
E 301 WIE, Robert Huddleston Wiebe,The opening of American society : from the adoption of the Constitution to the eve of disunion ,9780394535838; 0394535839,Knopf,1984
E 301 War, C. Warren,Jacobin and junto or early American politics as viewed in the diary of Dr thaniel Ames; 1758-1822 ,,Harvard UP,1931
E 301 Whi, P. C. T. White,The critical years : American foreign policy; 1793-1823 ,,Wiley,1970
E 301 Woo, Gordon S. Wood,The creation of the American Republic; 1776-1787 ,,U of North Caroli P,1969
E 302 Ada, S. H. Adams,The writings ,,Putm,1904
E 302 Ada, S. H. Adams,The writings ,,Putm,1906
E 302 Ada, S. H. Adams,The writings ,,Putm,1907
E 302 Ada, S. H. Adams,The writings ,,Putm,1908
E 302 Ame, F. Ames,Works of Fisher Ames; with a selection from his speeches and correspondence ,,Little,1854
E 302 Ame, Winfred E. A. Bernhard,Fisher Ames : federalist and statesman; 1758-1808 ,,U of North Caroli P,1965
E 302 Bay, M. Borden,The federalism of James A. Bayard ,,Columbia UP,1955
E 302 Bur, J. Parton,The life and times of Aaron Burr ,,Mason,1858
E 302 Cli, E. W. Spaulding,His Excellency George Clinton; critic of the Constitution ,,Macmillan,1938
E 302 Ell, W. G. Brown,The life of Oliver Ellsworth ,,Macmillan,1905
E 302 FRA, Benjamin Franklin,The papers of Benjamin Franklin.,0300134487; 9780300134483,Yale University Press,2009
E 302 FRA, Benjamin Franklin,The papers of Benjamin Franklin.,9780300109306; 030010930X,Yale University Press,2007
E 302 Fra, A. O. Aldridge,Benjamin Franklin and ture's god ,,Duke UP,1967
E 302 Fra, A. O. Aldridge,Benjamin Franklin; philosopher and man ,,Lippincott,1965
E 302 Fra, A. O. Aldridge,Franklin and his French contemporaries ,,New York UP,1957
E 302 Fra, P. W. Conner,Poor Richard's politicks : Benjamin Franklin and his new American order ,,OUP,1965
E 302 Fra, V. W. Crane,Benjamin Franklin and a rising people ,,Little,1954
E 302 Fra, Benjamin Franklin,Autobiography ,,Harper,1956
E 302 Fra, Benjamin Franklin,Autobiography : an authoritative text; backgrounds; criticism ,9780393017373; 0393017370,Norton,1986
E 302 Fra, Benjamin Franklin,Autobiography and other writings ,9780140390520; 0140390529,Penguin,1986
E 302 Fra, Benjamin Franklin,Autobiography; and other Pieces ,,OUP,1970
E 302 Fra, Benjamin Franklin,Benjamin Franklin's autobiographical writings ,,Cresset P,1946
E 302 Fra, Benjamin Franklin,Benjamin Franklin's autobiography ,9780460003162; 046000316X,Dent,1948
E 302 Fra, Benjamin Franklin,Benjamin Franklin's letters to the press; 1758-1777 ,,U of North Caroli P,1950
E 302 Fra, Benjamin Franklin,Letters and papers of Benjamin Franklin and Richard Jackson; 1753-1785 ,,,1947
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,19161
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1959
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1960
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1961
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1962
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1963
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1965
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1966
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1967
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1968
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1969
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1970
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1972
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1973
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,,Yale UP,1974
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,9780300018653; 0300018657,Yale UP,1975
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,9780300019667; 0300019661,Yale UP,1976
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,9780300022247; 0300022247,Yale UP,1978
E 302 Fra, Benjamin Franklin,The Papers of Benjamin Franklin ,9780300026184; 0300026188,Yale UP,1982
E 302 Fra, Benjamin Franklin,The autobiography ,,Yale UP,1964
E 302 Fra, Benjamin Franklin,The autobiography of Benjamin Franklin ,,Putm,1927
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300028973; 0300028970,Yale UP,1983
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300031621; 0300031629,Yale UP,1984
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300033700; 0300033702,Yale UP,1986
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300038194; 0300038194,Yale UP,1987
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300041774; 0300041772,Yale UP,1988
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300046731; 0300046731,Yale UP,1990
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300051889; 0300051883,Yale UP,1992
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300055351; 0300055358,Yale UP,1993
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300061093; 0300061099,Yale UP,1995
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300066173; 0300066171,Yale UP,1996
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300070408; 0300070403,Yale UP,1997
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300074130; 0300074131,Yale UP,1998
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300078411; 0300078412,Yale UP,1999
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin ,9780300088700; 0300088701,Yale University Press,2001
E 302 Fra, Benjamin Franklin,The papers of Benjamin Franklin.,9780300100778; 0300100779,Yale University Press,2003
E 302 Fra, Benjamin Franklin,Their correspondence; 1755-1790 ,,,1949
E 302 Fra, T. Hornberger,Benjamin Franklin ,,U of Minnesota,1962
E 302 Fra, C. A. Lopez,Mon cher papa : Franklin and the ladies of Paris ,,Yale UP,1966
E 302 Fra, F. L. Mott,Benjamin Franklin : representative selections ... ,,American Book Company,1936
E 302 Fra, C. L. Sanford,Benjamin Franklin and the American character ,,Heath,1955
E 302 Fra, Evarts S. 1896- (Evarts Seelye) Scudder,Benjamin Franklin : a biography ,,Collins,1939
E 302 Fra, Carl Van Doren,Benjamin Franklin ,,Viking P,1938 et
E 302 Fra, Esmond. Wright,Benjamin Franklin and American Independence ,,EUP,1966
E 302 GUA, Edwin S. (Edwin Scott) Gaustad,Benjamin Franklin ,0195368703; 9780195368703,Oxford University Press,2008
E 302 Gal, Henry Adams,The life of Albert Gallatin ,,Smith,1943
E 302 Gal, R. Walters,Albert Gallatin : Jeffersonian fincier and diplomat ,,Macmillan,1957
E 302 Gil, D. R. Anderson,William Branch Giles : a study in the politics of Virginia and the tion from 1790 to 1830 ,,Smith,1965
E 302 HAM, Alexander Hamilton,The revolutiory writings of Alexander Hamilton ,0865977054; 9780865977051; 0865977062; 9780865977068,Gazelle distributor; Liberty Fund,2008
E 302 Ham, B. Aly,The rhetoric of Alexander Hamilton ,,Columbia UP,1941
E 302 Ham, Jacob Ernest Cooke,Alexander Hamilton : a profile ,,Hill,1967
E 302 Ham, H. J. Ford,Alexander Hamilton ,,Scribner,1920
E 302 Ham, Alexander Hamilton,Alexander Hamilton and the founding of the tion ,,Harper,1969
E 302 Ham, Alexander Hamilton,Representative selections; with introduction; bibliography and notes ,,American Book Co,1934
E 302 Ham, Alexander Hamilton,The ture of the republic : political writings ,,Pyramid Books,1966
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1961
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1962
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1963
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1965
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1966
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1967
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1969
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1972
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,,Columbia UP,1973
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089197; 0231089198,Columbia UP,1974
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089197; 0231089198,Columbia UP,1975
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089203; 0231089201,Columbia UP,1974
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089227; 0231089228,Columbia UP,1976
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089234; 0231089236,Columbia UP,1976
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089241; 0231089244,Columbia UP,1977
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089258; 0231089252,Columbia UP,1979
E 302 Ham, Alexander Hamilton,The papers of Alexander Hamilton ,9780231089265; 0231089260,Columbia UP,1979
E 302 Ham, Alexander Hamilton,The works of Alexander Hamilton ,,Putm's Sons,1904
E 302 Ham, Archibald Milne Hamilton,The intimate life of Alexander Hamilton; based chiefly upon origil family letters and other documents... ,,Scribner,1910
E 302 Ham, G. L. Lycan,Alexander Hamilton and American foreign policy : a design for greatness ,9780806108803; 0806108800,U of Oklahoma P,1970
E 302 Ham, John Chester Miller,Alexander Hamilton and the Growth of the New tion ,,Harper & Row,1964
E 302 Ham, Broadus Mitchell,Alexander Hamilton ,,Macmillan,1957
E 302 Ham, Broadus Mitchell,Alexander Hamilton ,,Macmillan,1962
E 302 Ham, F. S. Oliver,Alexander Hamilton : an essay on American union ,,Macmillan,1931
E 302 Ham, Clinton Rossiter,Alexander Hamilton and the constitution ,,Harcourt,1964
E 302 Ham, N. Schachner,Alexander Hamilton ,,Appleton-Century,1946
E 302 Hen, Moses Coit Tyler,Patrick Henry ,,Great Seal Books,1962
E 302 Ire, J. Iredell,Life and correspondence of James Iredell; one of the Associate Judges of the Supreme Court of the United States ,,Smith,1949
E 302 Jay, F. Moghan,John Jay... ,,Bobbs-Merrill,1935
E 302 Joh, G. C. Groce,William Samuel Johnson : a maker of the Constitution ,,Columbia UP,1937
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,,South Caroli UP,1981
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,,U of South Caroli P,1968
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,,U of South Caroli P,1970
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872492288; 0872492281,U of South Caroli P,1972
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872493087; 0872493083,U of South Caroli P,1974
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872493315; 0872493318,U of South Caroli P,1976
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872493568; 0872493563,U of South Caroli P,1978
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872494459; 0872494454,U of South Caroli P,1985
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872495166; 0872495167,U of South Caroli P,1988
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872496644; 0872496643,U of South Caroli P,1990
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9780872497481; 0872497488,U of South Caroli P,1992
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9781570030307; 1570030308,U of South Caroli P,1994
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9781570033070; 1570033072,U of South Caroli P,2000
E 302 Lau, Henry Laurens,The papers of Henry Laurens ,9781570034657; 1570034656,University of South Caroli Press,2002
