CallNumber,Author,Title,ISBN,PubName,PubYear,CB
JB 130 Mac,"The prince ; edited  Quentin Skinner and Russell Price""",The prince ,9780521342407; 0521342406; 9780521349932; 0521349931,Cambridge University Press,1988,yes
JB 120 OCK,"William of Ockham ; edited  Arthur Stephen McGrade ; translated  John Kilcullen""",A short discourse on the tyrannical government over things divine and human; but especially over the Empire and those subject to the Empire; usurped by some who are called highest pontiffs ,9780521352420; 0521352428; 9780521358033; 0521358035,Cambridge University Press,1992,yes
JB 140 Lei,"translated and edited with an introduction and notes  Patrick Riley""",The political writings of Leibniz ,9780521353809; 0521353807,CUP,1972,yes
JB 120 JOH,"edited and translated  Cary J Nederman""",Policraticus : of the frivolities of courtiers and the footprints of philosophers ,9780521363990; 0521363993; 9780521367011; 0521367018,Cambridge University Press,1990,yes
JB 130 VIT,Francisco de Vitoria ; edited  Anthony Pagden and Jeremy Lawrance,Political writings ,9780521364423; 0521364426; 9780521367141; 052136714X,Cambridge University Press,1991,yes
JB 150 KAN,"edited with an introduction and notes  Hans Reiss ; translated  HB Nisbet""",Kant : political writings ,9780521398374; 0521398371,Cambridge University Press,1990,yes
JB 150 ROU,"Rousseau ; edited and translated  Victor Gourevitch""",The Discourses and other early political writings ,9780521413817; 0521413818; 9780521424455; 0521424453,Cambridge University Press,2002,yes
JB 150 ROU,"Rousseau ; edited and translated  Victor Gourevitch""",The social contract and other later political writings ,9780521413824; 0521413826; 9780521424462; 0521424461,Cambridge University Press,1997,yes
JB 140 Hob (Kra),Jody S Kraus,The limits of Hobbesian contractarianism ,9780521420624; 0521420628,CUP,1993,yes
JB 110 PLA,"Plato ; edited  Julia Annas and Robin Waterfield ; translated  Robin Waterfield""",Statesman ,9780521442626; 0521442621; 9780521447782; 052144778X,Cambridge University Press,1995,yes
JB 230 LEV,Andrew Levine,The general will : Rousseau; Marx; communism ,9780521443227; 0521443229; 9780521062282; 0521062284,Cambridge University Press,1993,yes
JB 160 NIE (ANS),Keith Ansell-Pearson,An introduction to Nietzsche as political thinker : the perfect nihilist ,9780521417228; 0521417228; 9780521427210; 0521427215,Cambridge University Press,1994,yes
JB 140 LOC (TUL),James Tully,An approach to political philosophy : Locke in contexts ,9780521430609; 0521430607; 9780521436380; 0521436389,Cambridge University Press,1993,yes
JB 200 GEU,Raymond Geuss,History and illusion in politics ,9780521805964; 0521805961; 9780521000437; 0521000432,Cambridge University Press,2001,yes
JB 140 LOC,Jeremy Waldron,God; Locke; and equality : Christian foundations in Locke's political thought ,9780521890571; 0521890578; 9780521810012; 0521810019,Cambridge University Press,2002,yes
JB 110 ARI,"Aristotle ; edited  Stephen Everson""",The politics ; and; The constitution of Athens ,9780521482431; 0521482437; 9780521484008; 0521484006,Cambridge University Press,1996,yes
JB 150 HUM,"David Hume ; edited  Knud Haakonssen""",Political essays ,9780521460934; 052146093X; 9780521466394; 0521466393,Cambridge University Press,1994,yes
JB 140 PEL,Markku Peltonen,Classical humanism and republicanism in English political thought; 1570-1640 ,9780521496957; 0521496950,Cambridge University Press,1995,yes
JB 150 HOB,Ross Harrison,Hobbes; Locke; and confusion's masterpiece ,9780521017190; 052101719X; 9780521817004; 0521817005,Cambridge University Press,2002,yes
JB 110 AHR,Peter J Ahrensdorf,Greek tragedy and political philosophy : rationalism and religion in Sophocles' Theban plays ,0521515866; 9780521515863,Cambridge University Press,2009,yes
JB 140 HOB (LLO),SA Lloyd,Ideals as interests in Hobbes's Leviathan : the power of mind over matter ,9780521392433; 0521392438; 9780521522328; 0521522323,Cambridge University Press,1992,yes
JB 150 Rou,"translated  Julia Conaway Bondanella ; edited  Alan Ritter and Julia Conaway Bondanella""",Rousseau's political writings ,9780393024791; 0393024792; 9780393956511; 0393956512,Norton,1988,yes
JB 150 FIC,"JG Fichte ; edited  Frederick Neuhouser ; translated  Michael Baur""",Foundations of natural right : according to the principles of the Wissenschaftslehre ,9780521573016; 0521573017; 9780521575911; 0521575915,Cambridge University Press,2000,yes
JB 160 NIE (CON),Daniel W Conway,Nietzsche's dangerous game : philosophy in the twilight of the idols ,9780521573719; 0521573718; 9780521892872; 0521892872,Cambridge University Press,1997,yes
JB 140 HOB (CAM),edited  Patricia Springborg,The Cambridge companion to Hobbes's Leviathan ,0521836670; 9780521836678; 0521545218; 9780521545211,Cambridge University Press,2007,yes
JB 110 FER,edited  GRF Ferrari,The Cambridge companion to Plato's Republic ,0521839637; 9780521839631; 052154842X; 9780521548427,Cambridge University Press,2007,yes
JB 140 LOC (HAR),Ian Harris,The mind of John Locke : a study of political theory in its intellectual setting ,0521638720; 9780521638722,Cambridge University Press,1998,yes
JB 140 LOC (FOR),Greg Forster,John Locke's politics of moral consensus ,0521842182; 9780521842181,Cambridge University Press,2005,yes
JB 150 Rou,"Jean-Jacques Rousseau ; translated with an introduction and notes  Maurice Cranston""",A discourse on inequality ,9780140444391; 0140444394,Penguin,1984,yes
JB 140 HOB (PAR),Jon Parkin,Taming the Leviathan : the reception of the political and religious ideas of Thomas Hobbes in England; 1640-1700 ,0521877350; 9780521877350,Cambridge University Press,2007,yes
JB 000 MIL,David Miller,Political philosophy : a very short introduction ,9780192803955; 0192803956,Oxford University Press,2003,yes
JB 130 Mac (Vir),Maurizio Viroli,Machiavelli ,9780198780885; 0198780885; 9780198780892; 0198780893,Oxford University Press,1998,yes
JB 160 Heg,"Manfred Riedel ; translated  Walter Wright""",Between tradition and revolution : the Hegelian transformation of political philosophy ,9780521256445; 0521256445,CUP,1984,yes
JB 170 RAW,John Rawls ; edited  Samuel Freeman,Lectures on the history of political philosophy ,9780674024922; 0674024923,Belknap Press of Harvard University Press,2007,yes
JB 140 HOB,Susanne Sreedhar,Hobbes on resistance : defying the Leviathan ,0521197244; 9780521197243,Cambridge University Press,2010,yes
JB 140 LOC,John Dunn,"The political thought of John Locke : an historical account of the argument of the ""Two treatises of government"" ",9780521271394; 0521271398; 9780521074087; 0521074088,Cambridge University Press,1969,yes
JB 150 POC,JGA Pocock,Virtue; commerce; and history : essays on political thought and history; chiefly in the eighteenth century ,9780521257015; 0521257018; 9780521276603; 0521276608,Cambridge University Press,1985,yes
JB 170 Con,edited  Keith Graham,Contemporary political philosophy : radical studies ,9780521245517; 0521245516,Cambridge University Press,1982,yes
JB 160 HEG,edited  ZA Pelczynski,The state and civil society : studies in Hegel's political philosophy ,9780521247931; 0521247934; 9780521289696; 0521289696,Cambridge University Press,1984,yes
JB 140 BAG,Laurie M Johnson Bag,Hobbes's Leviathan : reader's guide ,9780826486202; 0826486207; 9780826486196; 0826486193,Continuum,2007,yes
JB 210 ZAK,Fareed Zakaria ; [with a new afterword],The future of freedom : illiberal democracy at home and abroad ,0393047644; 9780393047646; 0393324877; 9780393324877,W W Norton,2004,yes
JB 110 Pla,"Plato ; translated  Richard W Sterling and William C Scott""",The republic ,9780393314670; 0393314677,Norton,1985,yes
JB 000 DAV,Ahmet Davutoglu,Alternative paradigms : the impact of Islamic and Western Weltanschauungs on political theory ,9780819190468; 0819190462; 9780819190475; 0819190470,University Press of America,1994,yes
JB 200 BRO,Paul Brooker,Non-democratic regimes ,9781137305794; 1137305797; 9781137305800; 1137305800,,2014,yes
JB 210 BRI,Jeff Bridoux and Milja Kurki,Democracy promotion : a critical introduction ,9780415857796; 0415857791; 9780415857802; 0415857805,Routledge,2014,yes
JB 200 WHI,Stuart White,Equality ,9780745627731; 0745627730; 9780745627748; 0745627749,Polity Press,2007,yes
